id;index;discipline;language;area;skill_code;skill_label;param_a;param_b;param_c;anulado;motivo_anulacao;gabarito_confere_api;observacao
17552;156;matematica;;MT;H11;Utilizar a noção de escalas na leitura de representação de situação do cotidiano.;2.36212;1.38945;0.08082;0;;1;
17553;157;matematica;;MT;H19;Identificar representações algébricas que expressem a relação entre grandezas.;2.7122;1.24373;0.27269;0;;1;
17554;158;matematica;;MT;H18;Avaliar propostas de intervenção na realidade envolvendo variação de grandezas.;2.16927;1.82953;0.22624;0;;1;
17555;159;matematica;;MT;H12;Resolver situação-problema que envolva medidas de grandezas.;1.45957;1.3946;0.2655;0;;1;
17557;160;matematica;;MT;H19;Identificar representações algébricas que expressem a relação entre grandezas.;0.9255;4.23744;0.12086;0;;1;
17558;161;matematica;;MT;H6;Interpretar a localização e a movimentação de pessoas/objetos no espaço tridimensional e sua representação no espaço bidimensional.;2.02129;1.26856;0.1775;0;;1;
17559;162;matematica;;MT;H23;Avaliar propostas de intervenção na realidade utilizando conhecimentos algébricos.;2.38253;2.46253;0.18571;0;;1;
17560;163;matematica;;MT;H25;Resolver problema com dados apresentados em tabelas ou gráficos.;1.55357;0.3164;0.23751;0;;1;
17561;164;matematica;;MT;H8;Resolver situação-problema que envolva conhecimentos geométricos de espaço e forma.;1.10653;1.83497;0.18515;0;;1;
17562;165;matematica;;MT;H29;Utilizar conhecimentos de estatística e probabilidade como recurso para a construção de argumentação.;1.25608;1.96379;0.24858;0;;1;
17563;166;matematica;;MT;H30;Avaliar propostas de intervenção na realidade utilizando conhecimentos de estatística e probabilidade.;2.59281;1.73411;0.09568;0;;1;
17564;167;matematica;;MT;H25;Resolver problema com dados apresentados em tabelas ou gráficos.;3.86308;1.72136;0.21606;0;;1;
17565;168;matematica;;MT;H4;Avaliar a razoabilidade de um resultado numérico na construção de argumentos sobre afirmações quantitativas.;1.42101;0.31713;0.01503;0;;1;
17566;169;matematica;;MT;H15;Identificar a relação de dependência entre grandezas.;2.15434;2.18988;0.10351;0;;1;
17568;170;matematica;;MT;H14;Avaliar proposta de intervenção na realidade utilizando conhecimentos geométricos relacionados a grandezas e medidas.;2.2167;2.02265;0.27721;0;;1;
17569;171;matematica;;MT;H9;Utilizar conhecimentos geométricos de espaço e forma na seleção de argumentos propostos como solução de problemas do cotidiano.;2.33222;2.57378;0.10579;0;;1;
17570;172;matematica;;MT;H22;Utilizar conhecimentos algébricos/geométricos como recurso para a construção de argumentação.;;;;1;Problema de convergência;1;item anulado - sem parametro TRI (NUNCA preencher, conforme dado oficial INEP)
17571;173;matematica;;MT;H13;Avaliar o resultado de uma medição na construção de um argumento consistente.;1.88957;2.16503;0.17038;0;;1;
17573;175;matematica;;MT;H3;Resolver situação-problema envolvendo conhecimentos numéricos.;1.7861;3.4637;0.09228;0;;1;
17574;176;matematica;;MT;H16;Resolver situação-problema envolvendo a variação de grandezas, direta ou inversamente proporcionais.;1.69872;1.05549;0.16885;0;;1;
17575;177;matematica;;MT;H12;Resolver situação-problema que envolva medidas de grandezas.;3.04149;2.37391;0.30057;0;;1;
17576;178;matematica;;MT;H29;Utilizar conhecimentos de estatística e probabilidade como recurso para a construção de argumentação.;1.92684;2.8078;0.08127;0;;1;
17577;179;matematica;;MT;H10;Identificar relações entre grandezas e unidades de medida.;1.6235;0.45598;0.1784;0;;1;
17579;180;matematica;;MT;H2;Identificar padrões numéricos ou princípios de contagem.;2.5667;2.27494;0.13245;0;;1;
